Plan,Rule,Severity,Implied status,Item,Requirement,Message
P-E010 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-004,R-ESC-01-004 is valid company content but does not apply to the HRE role.
P-E010 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-003,R-ESC-01-003 is valid company content but does not apply to the HRE role.
P-E010 v1,V-STAGE,info,Verified,,R-GDP-01-005,R-GDP-01-005 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-GDP-01-006,R-GDP-01-006 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-GDP-01-008,R-GDP-01-008 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-GDP-01-009,R-GDP-01-009 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-007,R-ISP-01-007 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-HRS-01-004,R-HRS-01-004 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-FLS-01-002,R-FLS-01-002 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-FLS-01-003,R-FLS-01-003 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-CMP-01-005,R-CMP-01-005 is scheduled for D30; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-HRP-01-001,R-HRP-01-001 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-HRP-01-002,R-HRP-01-002 is scheduled for D30; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-HRP-01-007,R-HRP-01-007 is scheduled for D90; the source suggests D30.
P-E010 v1,V-STAGE,info,Verified,,R-HRP-01-003,R-HRP-01-003 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-HRP-01-005,R-HRP-01-005 is scheduled for D1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-LVP-01-001,R-LVP-01-001 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-LVP-01-004,R-LVP-01-004 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-LVP-01-005,R-LVP-01-005 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-ROL-03-005,R-ROL-03-005 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-HRS-01-002,R-HRS-01-002 is scheduled for D1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ESC-01-001,R-ESC-01-001 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-GDP-01-007,R-GDP-01-007 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ITA-01-004,R-ITA-01-004 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-FAQ-01-002,R-FAQ-01-002 is scheduled for D1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-COC-01-006,R-COC-01-006 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-001,R-ISP-01-001 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-002,R-ISP-01-002 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-003,R-ISP-01-003 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-004,R-ISP-01-004 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-005,R-ISP-01-005 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ISP-01-006,R-ISP-01-006 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ITA-01-001,R-ITA-01-001 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-ITA-01-002,R-ITA-01-002 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-COC-01-004,R-COC-01-004 is scheduled for D1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-HBK-01-003,R-HBK-01-003 is scheduled for D1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-ITA-01-006,R-ITA-01-006 is scheduled for W2; the source suggests D30.
P-E010 v1,V-STAGE,info,Verified,,R-FAQ-01-004,R-FAQ-01-004 is scheduled for W1; the source suggests D30.
P-E010 v1,V-STAGE,info,Verified,,R-GDP-01-002,R-GDP-01-002 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-COC-01-002,R-COC-01-002 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-COC-01-003,R-COC-01-003 is scheduled for D30; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-COC-01-007,R-COC-01-007 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-HRP-01-006,R-HRP-01-006 is scheduled for W1; the source suggests W2.
P-E010 v1,V-STAGE,info,Verified,,R-ESC-01-005,R-ESC-01-005 is scheduled for D1; the source suggests W1.
P-E010 v1,V-STAGE,info,Verified,,R-MEM-01-002,R-MEM-01-002 is scheduled for W1; the source suggests D30.
P-E010 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for W1; the source suggests W2.
P-E010 v1,V-CHECKLIST,warning,Verified with Warning,,R-ISP-01-001,R-ISP-01-001 asks the employee to complete or acknowledge something but has no checklist item.
P-E010 v1,V-CHECKLIST,warning,Verified with Warning,,R-ISP-01-003,R-ISP-01-003 asks the employee to complete or acknowledge something but has no checklist item.
P-E010 v1,V-CHECKLIST,warning,Verified with Warning,,R-FLS-01-004,R-FLS-01-004 asks the employee to complete or acknowledge something but has no checklist item.
P-E010 v1,V-CONTRADICTION,warning,Verified with Warning,,R-ESC-01-001,R-ESC-01-001 applies because of the life-safety rule (CF-0003): Life-safety topic: the stricter rule in ESC-01 v2.0 (SOP / Procedure) applies even though the other source ranks higher (deadline: 15 vs 480 minutes). The document owner should align the texts.
P-E010 v1,V-HALLUCINATION,warning,Verified with Warning,P-E010-v1.M05.S01,,"10 day is company policy, but not from the cited section."
P-E010 v1,V-HALLUCINATION,warning,Verified with Warning,P-E010-v1.M06.S01,,"10 minute is company policy, but not from the cited section."
P-E010 v1,V-MANDATORY,warning,Partially Verified,,R-MEM-01-002,GenAI marked R-MEM-01-002 as mandatory; the matrix says optional.
P-E010 v1,V-MANDATORY,warning,Partially Verified,,R-COC-01-003,GenAI marked R-COC-01-003 as optional; the matrix says mandatory.
P-E010 v1,V-SOURCE,warning,Verified with Warning,,R-LVP-01-004,"R-LVP-01-004 is cited as LVP-01 §3.4, but the clause is in LVP-01 §3.3."
P-E010 v1,V-STAGE,warning,Verified with Warning,,R-LVP-01-003,R-LVP-01-003 is scheduled for W1; the source states D1.
P-E010 v1,V-STAGE,warning,Verified with Warning,,,36 requirements are placed on Day 1 (limit 12).
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-001,Mandatory requirement R-FIN-01-001 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-003,Mandatory requirement R-FIN-01-003 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-005,Mandatory requirement R-FIN-01-005 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-004,Mandatory requirement R-FIN-01-004 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-COC-01-004,Mandatory requirement R-COC-01-004 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-GDP-01-004,Mandatory requirement R-GDP-01-004 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-GDP-01-003,Mandatory requirement R-GDP-01-003 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-GDP-01-001,Mandatory requirement R-GDP-01-001 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-002,Mandatory requirement R-CMP-01-002 is not in the plan.
P-E006 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-006,Mandatory requirement R-CMP-01-006 is not in the plan.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-003,R-ISP-01-003 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-004,R-ISP-01-004 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-005,R-ISP-01-005 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HRP-01-001,R-HRP-01-001 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HRP-01-002,R-HRP-01-002 is scheduled for D30; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HBK-01-003,R-HBK-01-003 is scheduled for D1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-GDP-01-002,R-GDP-01-002 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-GDP-01-005,R-GDP-01-005 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-GDP-01-008,R-GDP-01-008 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-GDP-01-009,R-GDP-01-009 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-007,R-ISP-01-007 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-COC-01-005,R-COC-01-005 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-FLS-01-005,R-FLS-01-005 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-HSP-01-002,R-HSP-01-002 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HSP-01-003,R-HSP-01-003 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-SOP-EN-01-001,R-SOP-EN-01-001 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-SOP-EN-01-002,R-SOP-EN-01-002 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-SOP-EN-01-003,R-SOP-EN-01-003 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-SOP-EN-01-004,R-SOP-EN-01-004 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-SOP-EN-01-005,R-SOP-EN-01-005 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-FLS-01-002,R-FLS-01-002 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-FLS-01-003,R-FLS-01-003 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-FAQ-01-004,R-FAQ-01-004 is scheduled for W1; the source suggests D30.
P-E006 v1,V-STAGE,info,Verified,,R-FAQ-01-002,R-FAQ-01-002 is scheduled for D1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-CMP-01-005,R-CMP-01-005 is scheduled for D30; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-HRP-01-003,R-HRP-01-003 is scheduled for D1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-HRP-01-005,R-HRP-01-005 is scheduled for D1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-LVP-01-001,R-LVP-01-001 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-LVP-01-002,R-LVP-01-002 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-LVP-01-004,R-LVP-01-004 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-LVP-01-005,R-LVP-01-005 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-HSP-01-004,R-HSP-01-004 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-COC-01-007,R-COC-01-007 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-ITA-01-001,R-ITA-01-001 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HSP-01-005,R-HSP-01-005 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HSP-01-006,R-HSP-01-006 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-HSP-01-007,R-HSP-01-007 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ESC-01-001,R-ESC-01-001 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ESC-01-005,R-ESC-01-005 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-COC-01-006,R-COC-01-006 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-001,R-ISP-01-001 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ISP-01-002,R-ISP-01-002 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-ITA-01-002,R-ITA-01-002 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-ITA-01-004,R-ITA-01-004 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-COC-01-002,R-COC-01-002 is scheduled for D1; the source suggests W1.
P-E006 v1,V-STAGE,info,Verified,,R-COC-01-003,R-COC-01-003 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-HRP-01-006,R-HRP-01-006 is scheduled for W1; the source suggests W2.
P-E006 v1,V-STAGE,info,Verified,,R-MEM-01-002,R-MEM-01-002 is scheduled for D1; the source suggests D30.
P-E006 v1,V-CHECKLIST,warning,Verified with Warning,,R-HRP-01-001,R-HRP-01-001 asks the employee to complete or acknowledge something but has no checklist item.
P-E006 v1,V-CHECKLIST,warning,Verified with Warning,,R-ISP-01-003,R-ISP-01-003 asks the employee to complete or acknowledge something but has no checklist item.
P-E006 v1,V-CHECKLIST,warning,Verified with Warning,,R-ROL-02-002,R-ROL-02-002 asks the employee to complete or acknowledge something but has no checklist item.
P-E006 v1,V-CHECKLIST,warning,Verified with Warning,,R-SOP-EN-01-006,R-SOP-EN-01-006 asks the employee to complete or acknowledge something but has no checklist item.
P-E006 v1,V-CONTRADICTION,warning,Verified with Warning,,R-ESC-01-001,R-ESC-01-001 applies because of the life-safety rule (CF-0003): Life-safety topic: the stricter rule in ESC-01 v2.0 (SOP / Procedure) applies even though the other source ranks higher (deadline: 15 vs 480 minutes). The document owner should align the texts.
P-E006 v1,V-HALLUCINATION,warning,Verified with Warning,P-E006-v1.M05.S01,,Scenario detail 08:00 is not from the sources (illustrative).
P-E006 v1,V-HALLUCINATION,warning,Verified with Warning,P-E006-v1.M06.S01,,Scenario detail 19:45 is not from the sources (illustrative).
P-E006 v1,V-HALLUCINATION,warning,Verified with Warning,P-E006-v1.M06.T01,,"25 kg is company policy, but not from the cited section."
P-E006 v1,V-MANDATORY,warning,Partially Verified,,R-MEM-01-002,GenAI marked R-MEM-01-002 as mandatory; the matrix says optional.
P-E006 v1,V-SOURCE,warning,Verified with Warning,,R-LVP-01-004,"R-LVP-01-004 is cited as LVP-01 §3.4, but the clause is in LVP-01 §3.3."
P-E006 v1,V-STAGE,warning,Verified with Warning,,R-FLS-01-004,R-FLS-01-004 is scheduled for D30; the source states D90.
P-E006 v1,V-STAGE,warning,Verified with Warning,,,42 requirements are placed on Day 1 (limit 12).
P-E006 v1,V-STAGE,warning,Verified with Warning,,R-LVP-01-003,R-LVP-01-003 is scheduled for W1; the source states D1.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-003,Mandatory requirement R-HSP-01-003 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-004,Mandatory requirement R-HSP-01-004 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-005,Mandatory requirement R-HSP-01-005 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-007,Mandatory requirement R-HSP-01-007 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-006,Mandatory requirement R-CMP-01-006 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-005,Mandatory requirement R-FIN-01-005 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-FLS-01-005,Mandatory requirement R-FLS-01-005 is not in the plan.
P-E008 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-002,Mandatory requirement R-HSP-01-002 is not in the plan.
P-E008 v1,V-ROLE,error,Unsupported Requirement,,R-FIN-01-006,R-FIN-01-006 is valid company content but does not apply to the RVA role.
P-E008 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-003,R-ESC-01-003 is valid company content but does not apply to the RVA role.
P-E008 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-004,R-ESC-01-004 is valid company content but does not apply to the RVA role.
P-E008 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-006,R-ESC-01-006 is valid company content but does not apply to the RVA role.
P-E008 v1,V-STAGE,info,Verified,,R-HBK-01-003,R-HBK-01-003 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-FAQ-01-002,R-FAQ-01-002 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ITA-01-001,R-ITA-01-001 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ITA-01-002,R-ITA-01-002 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ITA-01-004,R-ITA-01-004 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ITA-01-006,R-ITA-01-006 is scheduled for W2; the source suggests D30.
P-E008 v1,V-STAGE,info,Verified,,R-ESC-01-001,R-ESC-01-001 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-GDP-01-002,R-GDP-01-002 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-GDP-01-003,R-GDP-01-003 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-GDP-01-004,R-GDP-01-004 is scheduled for D30; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-GDP-01-005,R-GDP-01-005 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-GDP-01-009,R-GDP-01-009 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-FLS-01-002,R-FLS-01-002 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-FLS-01-003,R-FLS-01-003 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-GDP-01-008,R-GDP-01-008 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-COC-01-007,R-COC-01-007 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-HRP-01-001,R-HRP-01-001 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-HRP-01-002,R-HRP-01-002 is scheduled for D30; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-HRP-01-003,R-HRP-01-003 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-HRP-01-005,R-HRP-01-005 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-LVP-01-001,R-LVP-01-001 is scheduled for D30; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-LVP-01-002,R-LVP-01-002 is scheduled for D30; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-LVP-01-005,R-LVP-01-005 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-COC-01-006,R-COC-01-006 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-001,R-ISP-01-001 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-002,R-ISP-01-002 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-003,R-ISP-01-003 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-004,R-ISP-01-004 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-005,R-ISP-01-005 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-007,R-ISP-01-007 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-LVP-01-004,R-LVP-01-004 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-COC-01-004,R-COC-01-004 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-REV-01-001,R-REV-01-001 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-REV-01-002,R-REV-01-002 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-REV-01-004,R-REV-01-004 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-REV-01-005,R-REV-01-005 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-REV-01-006,R-REV-01-006 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ROL-03-001,R-ROL-03-001 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ROL-03-002,R-ROL-03-002 is scheduled for D1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-COC-01-002,R-COC-01-002 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-COC-01-003,R-COC-01-003 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-HRP-01-006,R-HRP-01-006 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-ESC-01-005,R-ESC-01-005 is scheduled for D1; the source suggests W1.
P-E008 v1,V-STAGE,info,Verified,,R-MEM-01-002,R-MEM-01-002 is scheduled for D1; the source suggests D30.
P-E008 v1,V-STAGE,info,Verified,,R-FIN-01-001,R-FIN-01-001 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-FIN-01-002,R-FIN-01-002 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-FIN-01-003,R-FIN-01-003 is scheduled for W1; the source suggests W2.
P-E008 v1,V-STAGE,info,Verified,,R-CMP-01-005,R-CMP-01-005 is scheduled for D30; the source suggests W2.
P-E008 v1,V-CHECKLIST,warning,Verified with Warning,,R-ISP-01-003,R-ISP-01-003 asks the employee to complete or acknowledge something but has no checklist item.
P-E008 v1,V-CONTRADICTION,warning,Verified with Warning,,R-ESC-01-001,R-ESC-01-001 applies because of the life-safety rule (CF-0003): Life-safety topic: the stricter rule in ESC-01 v2.0 (SOP / Procedure) applies even though the other source ranks higher (deadline: 15 vs 480 minutes). The document owner should align the texts.
P-E008 v1,V-HALLUCINATION,warning,Verified with Warning,P-E008-v1.M06.S01,,"12 room, 18 % is company policy, but not from the cited section."
P-E008 v1,V-HALLUCINATION,warning,Verified with Warning,P-E008-v1.M07.S01,,"4 day is company policy, but not from the cited section."
P-E008 v1,V-HALLUCINATION,warning,Verified with Warning,P-E008-v1.M08.S01,,Scenario detail 45 day is not from the sources (illustrative).
P-E008 v1,V-HALLUCINATION,warning,Verified with Warning,P-E008-v1.M04.S01,,"09:00 is company policy, but not from the cited section."
P-E008 v1,V-MANDATORY,warning,Partially Verified,,R-MEM-01-002,GenAI marked R-MEM-01-002 as mandatory; the matrix says optional.
P-E008 v1,V-SOURCE,warning,Verified with Warning,,R-LVP-01-004,"R-LVP-01-004 is cited as LVP-01 §3.4, but the clause is in LVP-01 §3.3."
P-E008 v1,V-STAGE,warning,Verified with Warning,,,34 requirements are placed on Day 1 (limit 12).
P-E008 v1,V-STAGE,warning,Verified with Warning,,R-FLS-01-004,R-FLS-01-004 is scheduled for D30; the source states D90.
P-E008 v1,V-STAGE,warning,Verified with Warning,,R-LVP-01-003,R-LVP-01-003 is scheduled for W1; the source states D1.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-003,Mandatory requirement R-HSP-01-003 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-002,Mandatory requirement R-HSP-01-002 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-REV-01-005,Mandatory requirement R-REV-01-005 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-007,Mandatory requirement R-HSP-01-007 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-HSP-01-005,Mandatory requirement R-HSP-01-005 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-CMP-01-006,Mandatory requirement R-CMP-01-006 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-FIN-01-005,Mandatory requirement R-FIN-01-005 is not in the plan.
P-E007 v1,V-COVERAGE,error,Requirement Missing,,R-FLS-01-005,Mandatory requirement R-FLS-01-005 is not in the plan.
P-E007 v1,V-QUIZ-SOURCE,error,Source Support Missing,P-E007-v1.M04.Q04,,The correct answer 'Lock your workstation.' is not supported by the cited section.
P-E007 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-003,R-ESC-01-003 is valid company content but does not apply to the SEE role.
P-E007 v1,V-ROLE,error,Unsupported Requirement,,R-REV-01-001,R-REV-01-001 is valid company content but does not apply to the SEE role.
P-E007 v1,V-ROLE,error,Unsupported Requirement,,R-REV-01-003,R-REV-01-003 is valid company content but does not apply to the SEE role.
P-E007 v1,V-ROLE,error,Unsupported Requirement,,R-ESC-01-004,R-ESC-01-004 is valid company content but does not apply to the SEE role.
P-E007 v1,V-STAGE,info,Verified,,R-ISP-01-008,R-ISP-01-008 is scheduled for D1; the source suggests W1.
P-E007 v1,V-STAGE,info,Verified,,R-ITA-01-005,R-ITA-01-005 is scheduled for D1; the source suggests W2.
P-E007 v1,V-STAGE,info,Verified,,R-REV-01-002,R-REV-01-002 is scheduled for W1; the source suggests W2.
P-E007 v1,V-STAGE,info,Verified,,R-ESC-01-001,R-ESC-01-001 is scheduled for D1; the source suggests W1.
